vOTU_ID	VIBRANT_quality	CheckV_completeness	contig_length	gene_count	predicted_temperate	ViralOrder	ViralFamily	ViralGenus	HostPhylum	HostClass	HostOrder	HostFamily	HostGenus	HostSpecies	number_of_soil_types_where_detected	detected_in_dry_soils	detected_in_wet_soils
WUB_VD09_contig_141327	circular	100	36861	59	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_141481	circular	100	49725	77	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_141625	circular	100	49013	58	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_141688	circular	53.9	42959	55	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_141934	circular	48.92	42215	72	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp001650735	1	FALSE	TRUE
WUB_VD09_contig_141953	circular	100	61901	98	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_142044	circular	72.19	38700	56	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_14219	medium	59.03	26651	28	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_17551	medium	56.84	33893	45	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_1816	medium	63.18	25822	40	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_18544	circular	100	37678	64	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_20582	medium	63.8	55061	78	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_21906	medium	88.77	43710	52	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_22146	medium	100	64924	107	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_22707	medium	19.34	18299	30	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_23004	medium	26.33	16110	24	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_23611	medium	84.74	49618	65	FALSE	Caudovirales	Siphoviridae	Mudcatvirus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_24646	medium	51.67	22344	37	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_27788	medium	45.02	21634	28	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_28868	medium	52.68	24263	44	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_28944	circular	58.69	39924	49	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_29256	medium	55.49	23143	44	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_3120	medium	55.88	54393	56	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_31230	medium	28.81	12015	25	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_31563	circular	100	66770	101	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_34005	medium	40.66	28511	57	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_34487	medium	38.49	30161	42	TRUE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_36816	medium	56.83	40833	50	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_37048	medium	48.66	18626	24	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_38656	medium	71.31	39119	63	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_38761	medium	25.63	18867	21	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_A	Pseudomonas_A stutzeri	1	FALSE	TRUE
WUB_VD09_contig_39385	medium	25.63	10564	18	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	Ramlibacter sp007833165	1	FALSE	TRUE
WUB_VD09_contig_394	medium	90.33	34392	43	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_39601	circular	67.01	45887	74	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_41787	medium	37.36	17721	23	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_43342	medium	49	20546	28	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_43435	medium	9.23	12314	25	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_4344	medium	100	40082	57	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	TRUE	TRUE
WUB_VD09_contig_43902	medium	32.11	14734	24	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_44659	medium	84.2	36586	52	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_4575	medium	79.39	29631	34	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_52006	medium	11.42	21282	45	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_57783	medium	31.32	18427	43	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_57847	medium	26.31	14108	21	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_582	medium	54.55	33429	48	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_59016	medium	26.21	15480	35	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_60149	medium	69.34	30336	39	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_60409	medium	52.89	35202	59	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_6074	medium	43.01	18016	26	FALSE	Unclassified	Unclassified	Unclassified	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_E	Unclassified	2	FALSE	TRUE
WUB_VD09_contig_62411	medium	38.6	17014	22	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_6358	medium	16.75	11142	22	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_64651	medium	42.14	15099	29	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_64816	medium	53.36	31107	50	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_65470	medium	38.1	32109	37	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_6555	medium	90.92	37957	50	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_65785	medium	31.16	14830	24	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_66852	medium	26.81	11030	18	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_68753	medium	12.57	10319	25	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_69139	medium	32.74	22901	43	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_7266	medium	79.09	28854	46	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_72878	medium	36.92	41781	66	FALSE	Unclassified	Unclassified	Unclassified	Thermoplasmatota	Thermoplasmata	UBA10834	UBA10834	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_73129	medium	78.68	33999	35	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_74201	medium	37.13	21690	35	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_75612	medium	100	41065	58	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_779	medium	63.37	28433	27	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_78412	medium	28.09	11471	17	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_79664	medium	9.28	16028	32	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_80092	medium	22.39	12015	29	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_81305	medium	7.6	13476	31	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_83443	medium	42.22	18069	23	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_84516	medium	48.02	29474	44	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_85441	medium	17.08	14738	20	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_88527	medium	37.22	13070	25	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_88632	medium	85.27	31642	50	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duganella	Duganella sp013375995	1	FALSE	TRUE
WUB_VD09_contig_89080	circular	100	54077	76	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_9117	medium	100	40905	60	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_92881	medium	85.79	37002	56	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_94506	medium	26.75	11458	15	FALSE	Caudovirales	Podoviridae	Pradovirus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUB_VD09_contig_94571	circular	100	36834	61	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	Janthinobacterium sp002250505	1	FALSE	TRUE
WUB_VD09_contig_96724	medium	69.64	28835	35	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD09_contig_96766	medium	38.79	34058	41	TRUE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	TRUE	TRUE
WUB_VD09_contig_97595	medium	44.17	24076	47	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUB_VD09_contig_98680	medium	55.95	21297	50	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_10007	medium	100	79276	125	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_100270	medium	42.16	43323	71	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_100693	medium	73.06	59793	84	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_102259	medium	22.3	19562	40	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_102836	medium	62.11	43655	63	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_103658	medium	19.9	14794	21	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_103686	medium	59.55	38861	72	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_104081	circular	72.86	60880	92	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_1045	circular	64.03	65585	107	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_104936	circular	100	62897	73	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_105573	circular	100	112017	179	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_106257	circular	100	58966	87	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106300	circular	78.73	46602	59	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106518	circular	100	44492	61	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106535	circular	100	46273	56	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106542	circular	100	48161	61	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia mineralivorans	1	FALSE	TRUE
WUB_VD10_contig_106549	circular	100	53997	51	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106552	circular	100	36682	61	FALSE	Caudovirales	Podoviridae	Unclassified	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106559	circular	100	50563	62	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106567	circular	100	46995	73	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106572	circular	100	69374	106	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_106575	circular	100	43327	75	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_106577	circular	65.48	43824	61	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106595	circular	70.15	53589	78	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_106616	circular	100	47620	67	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_106638	circular	100	42049	60	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106679	circular	100	45748	65	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106720	circular	100	62311	81	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_106727	circular	100	42556	64	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106731	circular	50.82	42918	62	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_106745	circular	100	50852	72	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_12277	medium	100	53864	73	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_13619	medium	76.36	20964	35	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_13719	circular	100	50578	70	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUB_VD10_contig_13932	circular	100	60898	110	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_15154	circular	33.45	27295	28	TRUE	Unclassified	Unclassified	Unclassified	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_15164	medium	28.55	12831	14	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_15521	medium	18.66	20990	28	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_15553	medium	85.03	79769	130	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_15895	medium	53.66	25672	37	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_16694	medium	84.4	55078	80	TRUE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax	Acidovorax sp002176815	1	FALSE	TRUE
WUB_VD10_contig_17262	circular	100	45434	71	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_17417	medium	50.14	24205	39	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_17515	medium	24.83	12058	19	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_17806	circular	14.33	13982	20	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_19275	medium	34.55	31351	41	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_19329	medium	40.96	15702	26	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_19678	medium	69.93	39621	66	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_20784	medium	59.37	23265	32	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_21718	medium	53.62	38905	66	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
WUB_VD10_contig_22099	circular	100	55176	73	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_2254	medium	47.05	19341	37	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_23217	circular	100	45561	71	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp001665685	1	FALSE	TRUE
WUB_VD10_contig_23643	medium	70.5	47171	68	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	3	FALSE	TRUE
WUB_VD10_contig_25228	medium	79.65	63053	103	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUB_VD10_contig_25769	medium	83.56	42859	77	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	TRUE	TRUE
